Issue Title,Issue Body,Feature Request
Incorrect symbolic memory addressing,"<!--
*Disclaimer:
The angr suite is maintained by a small team of volunteers.
While we cannot guarantee any timeliness for fixes and enhancements, we will do our best.
For more real-time help with angr, from us and the community, join our [Slack.](http://angr.io/invite/)*
-->
---

**Describe the bug.**
<!--
Please include a clear and concise description of what the bug is.
-->

See ""To Reproduce"" section below.

**Environment Information.**
<!--
Many common issues are caused by problems with the local Python environment.
Before submitting, double-check that your versions of all modules in the angr suite (angr, cle, pyvex, ...) are up to date.
Please include the output of `python -m angr.misc.bug_report` here.
-->

> angr environment report
> =============================   
> Date: 2020-07-24 01:10:23.897503
> Running in virtual environment at ?:\virtualenv\angr
> Platform: win-amd64
> Python version: 3.8.3 (tags/v3.8.3:6f8c832, May 13 2020, 22:37:02) [MSC v.1924 64 bit (AMD64)]
> ######## angr #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\angr
> Pip version angr 8.20.7.6
> Couldn't find git info
> ######## ailment #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\ailment
> Pip version ailment 8.20.7.6
> Couldn't find git info
> ######## cle #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\cle
> Pip version cle 8.20.7.6
> Couldn't find git info
> ######## pyvex #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\pyvex
> Pip version pyvex 8.20.7.6
> Couldn't find git info
> ######## claripy #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\claripy
> Pip version claripy 8.20.7.6
> Couldn't find git info
> ######## archinfo #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\archinfo
> Pip version archinfo 8.20.7.6
> Couldn't find git info
> ######## z3 #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\z3
> Pip version z3-solver 4.8.8.0
> Couldn't find git info
> ######## unicorn #########
> Python found it in ?:\virtualenv\angr\lib\site-packages\unicorn
> Pip version unicorn 1.0.2rc4
> Couldn't find git info
> ######### Native Module Info ##########
> angr: <CDLL '?:\virtualenv\angr\lib\site-packages\angr\lib\angr_native.dll', handle 7ff857800000 at 0x1056d8ae100>
> unicorn: <CDLL '?:\virtualenv\angr\lib\site-packages\unicorn\lib\unicorn.dll', handle 7ffff0100000 at 0x1056b852df0>
> pyvex: <cffi.api._make_ffi_library.<locals>.FFILibrary object at 0x000001056B5F1C70>
> z3: <CDLL '?:\virtualenv\angr\Lib\site-packages\z3\lib\libz3.dll', handle 7fffeed60000 at 0x1056c747a60>

**To Reproduce.**
<!--
Please include *both a script to reproduce the crash, and attach the binary used, if possible*
-->

```Python
bv64 = claripy.BVS('x', 64)
# Symbolic memory addressing is broken
state.mem[state.regs.sp + 0x20].qword = bv64
print(state.mem[state.regs.sp + 0x20].dword)
# <uint32_t <BV32 Reverse(x_15_64[7:0] .. Reverse(x_15_64)[55:32])> at r13_init_13_32 + 0x20>
# Correct but <uint32_t <BV32 x_15_64[31:0]> at r13_init_13_32 + 0x20> is preferable
print(state.mem[state.regs.sp + 0x24].dword)
# <uint32_t <BV32 mem_3_16_32{UNINITIALIZED}> at r13_init_13_32 + 0x24>
# Incorrect, expecting <uint32_t <BV32 x_15_64[63:32]> at r13_init_13_32 + 0x20> at r13_init_13_32 + 0x24>

# Concrete memory addressing works fine
state.mem[0x00].qword = bv64
print(state.mem[0x00].dword)
# <uint32_t <BV32 x_15_64[31:0]> at 0x0>
# Correct
print(state.mem[0x04].dword)
# <uint32_t <BV32 x_15_64[63:32]> at 0x4>
# Correct
```

**Additional context.**
<!--
Add any other context about the problem here.
-->
",False
"How to avoid <BV32 SignExt(16, x)> from being ""simplified"" to <BV32 x[15:15] .. x[15:15] .. ... .. x>","<!--
*Disclaimer:
The angr suite is maintained by a small team of volunteers.
While we cannot guarantee any timeliness for fixes and enhancements, we will do our best.
For more real-time help with angr, from us and the community, join our [Slack.](http://angr.io/invite/)*
-->

<!--

**Tips:**

Before submitting, make sure that you:

* Search the Issues page for a similar question.
* Search the [Documentation](http://docs.angr.io/) for an answer, as well as our library of [examples](https://github.com/angr/angr-doc/tree/master/examples)
* Are running the latest versions of angr and its components.  angr is rapidly-evolving!
* Ask your question on [Slack](http://angr.io/invite/) instead, if it is brief.

-->

---

<!--
Ask your question here.
-->

I got `<BV32 SignExt(16, x)>` as `state.inspect.reg_write_expr` but got `<BV32 x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x[15:15] .. x>` as the actual value written. How to avoid this? `<BV32 SignExt(16, x)>` is preferable since it is more concise to be processed.

I stepped into Angr's source code and did not find any switch to turn such ""simplification"" off.
",True
Allow disabling simplification,"<!--
*Disclaimer:
The angr suite is maintained by a small team of volunteers.
While we cannot guarantee any timeliness for fixes and enhancements, we will do our best.
For more real-time help with angr, from us and the community, join our [Slack.](http://angr.io/invite/)*
-->

---

**Is your feature request related to a problem? Please describe.**
<!--
A clear and concise description of what the problem is.
E.g., I'm always frustrated when [...]
-->

I would sometimes like to preserve the structure of some expressions without simplifying them since that would destroy the original structure and discard some useful information.

**Describe the solution you would like.**
<!--
A clear and concise description of what you want to happen.
-->

I want Angr to allow me to 1) completely turn off expression simplification, or 2) turn off expression simplification for some ""steps"", or 3) ""freeze"" an expression to protect it from being simplified. Besides, 4) expression produced when simplification is turned off should be freezed to avoid further simplification.

**Please include a sample of what *should* work if this feature is implemented.**
<!--
If this is related to a Python user interface/experience feature, please include an example of what this may look like.
If this is related to a certain kind of binary program, please attach one if possible.
-->

```Python
# Completely disable
claripy.set_allow_simplification(False)

# Temporarily disable
simgr.run(allow_simplification=False)
simgr.step(allow_simplification=False)

# Selective disable
claripy.set_allow_simplification(False)
simgr.step()
claripy.set_allow_simplification(True)
simgr.step()

# Freeze an expression
x = claripy.BVS('x', 32)
expr = x & 0x1f
protectedExpr = expr.freeze()
print(protectedExpr & 0xff)  # Should print something like ""x & 0x1f & 0xff""
```

**Describe alternatives you have considered.**
<!--
A clear and concise description of any alternative solutions or features you've considered.
-->

Bypassing `SimplificationManager` manually by modifying source code.

**Additional context.**
<!--
Add any other context or screenshots about the feature request here.
-->

N/A
",True
Do not use `teleport` in pathfinder,"<!--
** DO NOT IGNORE **
Issue posts that fail to follow the instructions here will be automatically closed!
Please include:
- A detailed description of your issue or feature request
- Link to server log & Citizens config (using e.g. pastebin.com) ESPECIALLY if it's a pathfinding issue
- **Spigot and Citizens versions!** Use in-game commands ""/version"" and ""/version citizens"" and screenshot or copy/paste the EXACT output of BOTH commands!
- FOR LAG RELATED ISSUES: please include server specs, number of NPCs, saves.yml and timings from WarmRoast or other profiler (NOT just Spigot timings, though that can be included as well)
-->

I made a plugin that equips an NPC an elytra then makes it fly toward some target using built-in navigator (`npc.getNavigator().setTarget(location)`). The NPC flies well on its own, but once it has a passenger, it will drop the passenger during navigation. If the passenger is a player, that will sometimes crash the server (log shown below). I have looked into the [code](https://github.com/CitizensDev/Citizens2/blob/master/main/src/main/java/net/citizensnpcs/npc/ai/FlyingAStarNavigationStrategy.java) and found that it is teleporting the NPC all the time, which leads to dropping of passengers.

I am currently using `NMS.look` and `entity.setVelocity` as workaround. They seem to be working well.

Server log:

```
[16:20:33] [Server thread/WARN]: Entity threw exception at world:-161.10431677383428,76.74307803992303,49.70227815682517
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: java.lang.OutOfMemoryError: Java heap space
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at java.base/java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.addConditionWaiter(AbstractQueuedSynchronizer.java:1896)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at java.base/java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:2114)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at com.lmax.disruptor.TimeoutBlockingWaitStrategy.waitFor(TimeoutBlockingWaitStrategy.java:38)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at com.lmax.disruptor.ProcessingSequenceBarrier.waitFor(ProcessingSequenceBarrier.java:56)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at com.lmax.disruptor.BatchEventProcessor.processEvents(BatchEventProcessor.java:159)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at com.lmax.disruptor.BatchEventProcessor.run(BatchEventProcessor.java:125)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at java.base/java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1128)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at java.base/java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:628)
[16:20:33] [Log4j2-TF-1-AsyncLogger[AsyncContext@6d06d69c]-1/WARN]: 	at java.base/java.lang.Thread.run(Thread.java:830)
[16:20:33] [Server thread/WARN]: java.lang.OutOfMemoryError: Java heap space
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.PacketPlayOutLightUpdate.<init>(SourceFile:50)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.PlayerChunkMap.a(PlayerChunkMap.java:1561)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.PlayerChunkMap.sendChunk(PlayerChunkMap.java:1050)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.PlayerChunkMap.a(PlayerChunkMap.java:1323)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.PlayerChunkMap.addEntity(PlayerChunkMap.java:1460)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.EntityPlayer.stopRiding(EntityPlayer.java:1093)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.EntityPlayer.stopRiding(EntityPlayer.java:1077)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.Entity.ejectPassengers(Entity.java:2052)
[16:20:33] [Server thread/WARN]: 	at org.bukkit.craftbukkit.v1_15_R1.entity.CraftEntity.eject(CraftEntity.java:653)
[16:20:33] [Server thread/WARN]: 	at net.citizensnpcs.api.npc.AbstractNPC.teleport(AbstractNPC.java:385)
[16:20:33] [Server thread/WARN]: 	at net.citizensnpcs.api.npc.AbstractNPC.teleport(AbstractNPC.java:416)
[16:20:33] [Server thread/WARN]: 	at net.citizensnpcs.npc.ai.FlyingAStarNavigationStrategy.update(FlyingAStarNavigationStrategy.java:164)
[16:20:33] [Server thread/WARN]: 	at net.citizensnpcs.npc.ai.CitizensNavigator.run(CitizensNavigator.java:158)
[16:20:33] [Server thread/WARN]: 	at net.citizensnpcs.npc.CitizensNPC.update(CitizensNPC.java:319)
[16:20:33] [Server thread/WARN]: 	at net.citizensnpcs.nms.v1_15_R1.entity.EntityHumanNPC.tick(EntityHumanNPC.java:439)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.WorldServer.entityJoinedWorld(WorldServer.java:759)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.WorldServer$$Lambda$3191/0x0000000801738840.accept(Unknown Source)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.World.a(World.java:856)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.WorldServer.doTick(WorldServer.java:497)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.MinecraftServer.b(MinecraftServer.java:1245)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.DedicatedServer.b(DedicatedServer.java:430)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.MinecraftServer.a(MinecraftServer.java:1112)
[16:20:33] [Server thread/WARN]: 	at net.minecraft.server.v1_15_R1.MinecraftServer.run(MinecraftServer.java:934)
[16:20:33] [Server thread/WARN]: 	at java.base/java.lang.Thread.run(Thread.java:830)
[16:20:33] [Server thread/ERROR]: [global] TIMING_STACK_CORRUPTION - Report this to Paper! This is a potential bug in Paper (TimingIdentifier{id=Minecraft:## tickEntity - net.citizensnpcs.nms.v1_15_R1.entity.EntityHumanNPC} did not stopTiming)
java.lang.Throwable: null
	at co.aikar.timings.TimingHandler.popTimingStack(TimingHandler.java:135) ~[patched_1.15.2.jar:git-Paper-105]
	at co.aikar.timings.TimingHandler.stopTiming(TimingHandler.java:117) ~[patched_1.15.2.jar:git-Paper-105]
	at net.minecraft.server.v1_15_R1.WorldServer.doTick(WorldServer.java:511) ~[patched_1.15.2.jar:git-Paper-105]
	at net.minecraft.server.v1_15_R1.MinecraftServer.b(MinecraftServer.java:1245) ~[patched_1.15.2.jar:git-Paper-105]
	at net.minecraft.server.v1_15_R1.DedicatedServer.b(DedicatedServer.java:430) ~[patched_1.15.2.jar:git-Paper-105]
	at net.minecraft.server.v1_15_R1.MinecraftServer.a(MinecraftServer.java:1112) ~[patched_1.15.2.jar:git-Paper-105]
	at net.minecraft.server.v1_15_R1.MinecraftServer.run(MinecraftServer.java:934) ~[patched_1.15.2.jar:git-Paper-105]
	at java.lang.Thread.run(Thread.java:830) [?:?]
```

*It's probably not a bug of paper because the reason of crashing should be teleporting an entity with passenger(s).*

The output of command `/version` on my server is: **This server is running Paper version git-Paper-105 (MC: 1.15.2) (Implementing API version 1.15.2-R0.1-SNAPSHOT)**
The output of command `/version citizens` on my server is: **Citizens version 2.0.26-SNAPSHOT (build 1822)**
",True
Inconsistent availability state,"# Problem description

The documentation requires users try to do nothing before receiving the `connectedToGC` event. At the same time it requires users to call methods only when the `haveGCSession` is `true`.

However, I noticed that I can actually send item inspect queries and receive responses from the server when `haveGCSession` is `false`.

Now I have to explain why my `haveGCSession` property is `false` and that's actually another issue:

I called `user.gamesPlayed(730)` for the first time, and received `connectedToGC` event as expected. I checked the `haveGCSession` property, it was also `true` as expected. Later, I called `user.gamesPlayed([])`, the `disconnectedFromGC` event did not fired but `haveGCSession` became `false`. I also called `inspectItem` after that, no response received (that is what I expected). Finally, I called `user.gamesPlayed(730)` again and:

1. No `connectedToGC` event fired
2. `haveGCSession` was still `false`

I was confused, so I called `inspectItem` to see what would happen, and I received responses to the inspect query.

Also, there could be a connection leak caused by the aforementioned operation sequence as mentioned [here](https://github.com/DoctorMcKay/node-steam-user/issues/277).",False
Avoid event listeners leak,"# Bug Description

If somehow the server won't respond to an in-game item query (via `inspectItem`), there will be a `inspectItem#<item-id>` event listener leak.

If you send the inspect requests too frequently or send invalid requests, the server will ignore some of the requests, i.e. the server may never respond to some specific requests. This will cause a event listener leak until the same item is finally ""inspected"" again successfully.",False
Avoid connection leak,"## Describe the bug

Connections to GC/CM will sometimes not close after a success call of `logOff`.

### Bug Reproduce

_Not sure if these steps can reproduce the bug 100%._

1. Create `SteamUser` instance `user` and log on via `user.logOn`
2. Create `GlobalOffensive` instance `csgo` with the `SteamUser` instance
3. Invoke `user.gamesPlayed(730)` and wait for `connectedToGC` event emitted by `csgo` (as required by the documentation)
4. Invoke `user.gamesPlayed([])` (this call will success in my case)
5. Invoke `user.gamesPlayed([ 730 ])` (this call will also success in my case)
6. Wait for a long time until the GC/CM goes down and `user` **re-logged-on** automatically
7. Make sure `user` is ""playing"" CSGO using `user.gamesPlayed`
8. Invoke `user.gamesPlayed([])` to tell Steam the user is no longer playing CSGO
9. Log off via `user.logOff`
10. Check connections using `netstat -anop`, you may possibly find some unclosed connections

I am not sure which steps are not necessary and if these steps are guaranteed to reproduce the bug.

## Versions

* `node-steam-user` version: `4.12.4`
* `Node.js` version: `12.10.0`
* `node-globaloffensive` version: `2.0.2`

## Screenshots and Error Logs

Unfortunately, no.
",False
Add option to install APKs with all runtime permission granted automatically,"This can be easily done by adding `-g` option to the installation command (see Google's [documentation](https://developer.android.com/guide/topics/permissions/overview.html#viewing)).

BTW, I use TypeScript a lot and I would like to request for TypeScript support XD.",True
"Parent processes (winpty-agent.exe, etc.) do not exit when shell process exits by itself","## Environment details

- OS: Windows 10 Pro 64bit
- OS version: Windows 10 Pro 64bit Version 1809 (OS Build 17763.615)
- node-pty version: 0.9.0-beta19

## Issue description

If a shell process suicides, its parent processes (not including the main node.js process) will not exit automatically unless `pty.kill()` is called. Check the following issue reproducing code:

```
import { spawn } from 'node-pty'
import * as os from 'os'


function getUserHome() {
  return process.env[process.platform == 'win32' ? 'USERPROFILE' : 'HOME']
}

function getShell() {
  switch (os.platform()) {
    case 'win32': return process.env.ComSpec || 'cmd.exe'
    case 'android': return '/bin/sh'
    default: return '/bin/bash'
  }
}

function createProcess({ cols, rows }: { cols?: number, rows?: number } = { cols: 80, rows: 30 }) {
  const shell = getShell()
  return spawn(shell, [], {
    name: 'xterm-color',
    cols: cols || 80,
    rows: rows || 30,
    cwd: getUserHome(),
    env: process.env as { [key: string]: string },
    experimentalUseConpty: true
  })
}

function sleep(n): Promise<void> {
  return new Promise(res => setTimeout(res, n))
}

async function main() {
  await sleep(10 * 1000)
  for(let i = 0; i < 10; i++) {
    const pty = createProcess()
    console.log(pty.pid)
    await sleep(1000)
    pty.write('exit\r')
  }
  await sleep(60 * 1000)
}

main()

```

The code above creates 10 `winpty-agent.exe`s and 10 `conhost.exe`. However, `node-pty` has notified user that those shell processes has exited by emitting `exit` event, misleading users that the process has exited cleanly.

It seems that there is no graceful way to determine whether the process is killed by calling `pty.kill()` or exited by itself (and therefore we should call `pty.kill()` inside the `onExit` handler). However, invoking `pty.kill()` twice on the same process will raise error (can be caught though).",False
Add Steam Guard Code and sentry file support,"I just can't log onto the CM server without providing the `SteamClient` instance an `auth_code`, which is sent to me by email from Steam. However, there is no prompt where I can enter that code. I checked the ValvePython/Steam [documentation](https://steam.readthedocs.io/en/latest/api/steam.client.html?highlight=auth_code), and add an event listener listening to `auth_code_required` event just like the example handler in that documentation. However, after the first attempt, it prompts every time it tries to log on. I do enter the Steam Guard code, but it is still asking me for a code.

As for the `sentry file`, which is found in the documentation by me, seems to be able to bypass the requirement of Steam Guard code. However, I have no idea what the sentry file is.

Hope your support. :P",True
Use `bootstrap_from_webapi()` to get CM server list instead of using a built-in list,"The built-in CM server list is out-dated, please use `client.cm_servers.bootstrap_from_webapi()` to get latest CM server list.",True
Add support for the latest version of Node.js (8.12.0 or 11.0.0),"I'm trying to build J2V8 with the latest Node.js as there is no official build with Node.js 8.x or above for Windows (x86-64). The followings are my building steps with some custom changes:

1. Set Node.js version to `11.0.0` in `build_system/build_settings.py`
2. Run `nodejs git clone`
3. Modify the source code of Node.js manually and generate a diff file `node.patches/11.0.0.diff`
4. Run `build -i`, select configuration 9 and enter `nodejs` to build Node.js (succeeded)
5. Modify `njs_libs` in `cmake/NodeJsUtils.cmake`
6. Run `build -i`, select configuration 9 and enter `j2v8` (failed when linking)

The errors consist of `already defined` and `unresolved external symbol _register_xxx`. Sadly I have no I idea how to make the `njs_libs` list right :(.

Here is a [repo](https://github.com/Luluno01/J2V8/) that contains the changes I've made (last two commits).",True
Unable to limit virtual machine's memory and CPU cores when build,"I'm trying to build the latest J2V8 from source because I can't find any pre-built binary of the latest version. (The latest version in Maven Central repository is v4.6.0 with Node.js version v5.9.0, which is a definitely out-dated version for me.)

So I followed the instructions in BUILDING.md and tried to build J2V8 with the build-configuration `windows-x64 @ Vagrant` (I have Vagrant and Oracle VM VirtualBox installed already) but the building process always gets my computer stuck. What I've found is that the build system setting the configuration of the virtual machine to 8 GB of memory and 4 CPU cores every time but the host machine has exactly as much as 8 GB of memory and 2 physical CPU cores. That may be the reason for my problem.

Sadly, I'm not familiar with Vagrant and your build system, I don't find any configuration file responsible for this. Any solution or workaround? Thanks.",True
`unsupported relocation' Error when Linking,"I cloned this repo and followed the instruction in README but got an error as shown below.

```
/data/data/com.termux/files/usr/bin/ld: /data/data/com.termux/files/home/src/node-android-lib/out/Release/obj.target/openssl/deps/openssl/asm/arm64-linux64-gas/sha/sha1-armv8.o: relocation R_AARCH64_PREL64 against symbol `OPENSSL_armcap_P' which may bind externally can not be used when making a shared object; recompile with -fPIC
/data/data/com.termux/files/home/src/node-android-lib/out/Release/obj.target/openssl/deps/openssl/asm/arm64-linux64-gas/sha/sha1-armv8.o: In function `sha1_block_armv8':
(.text+0x1240): dangerous relocation: unsupported relocation
```

Previously I download the source code of Node.js v10.6.0 and tried to make it on my android device with Termux, but failed in linking with another error `undefined reference to \`uv__xxx'`, where `xxx` represents some symbol I forgot. Hope this would help :P.",False
Request for @types support,"~~**Is your feature request related to a problem? Please describe.**~~
~~A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]~~

**Describe the solution you'd like**
~~A clear and concise description of what you want to happen.~~

Some `.d.ts` files would be appreciated.

**Describe alternatives you've considered**
~~A clear and concise description of any alternative solutions or features you've considered.~~

An alternative I have considered is writing those files by myself and open a pull request, which is not gonna happen.

**Additional context**
~~Add any other context or screenshots about the feature request here.~~

Actually you can reply to this issue in Chinese if you like.
",True
bchlib doesn't export any methods in Python3,"Hi, I was trying to build and test this module by running `python3 setup.py build` and `python3 encode-example.py`, but it ended up the following error message:

```
Traceback (most recent call last):
  File ""encode-example.py"", line 22, in <module>
    ecc = bchlib.bch(ECC_POLY, ECC_BITS)
AttributeError: module 'bchlib' has no attribute 'bch'
```

I checked out this module in Python3 interactive shell and found no method was exported by `bchlib`. Lately I found  `static PyMethodDef module_methods[]` in file bchlib.c contains no methods. I don't know  if this is the reason why `bchlib` doesn't export any methods in Python3.

Much appreciated. : )",False
config.session.cookie.rolling not work when session is not modified during a request,"<!--
======================================================
HELLO, and welcome to the (experimental) Sailsbot
issue-submission system.  If you encounter any
problems with this system, please contact us directly
at http://sailsjs.com/contact.

FIRST THINGS FIRST: before posting, please carefully
read the contribution guide (http://bit.ly/sails-issue-guide),
particularly if this is a security issue or an issue of a
non-technical nature (Github org issues, code of conduct
issues, etc.).  Those should be sent directly at
http://sailsjs.com/contact.

NOW THEN: please fill out the following info
(Don't change text between **)
======================================================
### BEGIN VERSION INFO ###
-->

**Sails version**: 0.12.14
**Node version**: v9.2.0
**NPM version**: 3.10.10 (npm3)
**DB adapter name**: sails-mysql for model storage and connect-redis for session storage
**DB adapter version**: 0.11.5 (sails-mysql) and 3.3.2 (connect-redis)
**Operating system**: CentOS 7 x86-64

<!--
### END VERSION INFO ###
======================================================
GREAT! - Now read carefully
(Sailsbot will know if you don't)!
======================================================

Before you submit an issue for Sails, please make sure you have read the issue contribution guide (http://bit.ly/sails-issue-guide) carefully, and then verify the following by typing an X in between each set of [ ] brackets below (don't make any other changes to the text!):

### BEGIN PLEDGE ###
- [x ] I am experiencing a concrete technical issue (aka a bug) with Sails (ideas and feature proposals should follow the guide for proposing features and enhancements (http://bit.ly/sails-feature-guide), which involves making a pull request).  If you're not 100% certain whether it's a bug or not, that's okay--you may continue.  The worst that can happen is that the issue will be closed and we'll point you in the right direction.

- [x ] I am not asking a question about how to use Sails or about whether or not Sails has a certain feature (please refer to the documentation(http://sailsjs.com), or post on http://stackoverflow.com, our Google Group (http://bit.ly/sails-google-group) or our live chat (https://gitter.im/balderdashy/sails).

- [x ] I have already searched for related issues, and found none open (if you found a related _closed_ issue, please link to it in your post).

- [x ] My issue title is concise, on-topic and polite (""jst.js being removed from layout.ejs on lift"" is good; ""templates dont work"" or ""why is sails dumb"" are not so good).

- [x ] I have tried all the following (if relevant) and my issue remains:
  - Make sure you have the right app lifted.
  - Make sure you've killed the Sails server with CTRL+C and started it again.
  - Make sure you closed any open browser tabs pointed at localhost before starting Sails.
  - Make sure you do not have any other Sails apps running in other terminal windows.
  - Make sure the app you are using to reproduce the issue has a clean node_modules/ directory, meaning:
    * no dependencies are linked (e.g. you haven't run npm link foo)
    * that you haven't made any inline changes to files in the node_modules/ folder
    * that you don't have any weird global dependency loops. The easiest way to double-check any of the above, if you aren't sure, is to run: rm -rf node_modules && npm cache clear && npm install.

and finally...
- [x ] **I can provide steps to reproduce this issue that others can follow.**

Ideally, this involves creating a new repo that demonstrates the problem (see instructions at http://bit.ly/sails-issue-repro).  Even though your issue may seem so simple to reproduce that a new repo is unnecessary, you'd be surprised how many solutions present themselves when you start from `sails new` and attempt to recreate your issue from scratch in a new app.  This ensures that the real issue isn't in your user code (a forgotten policy file, perhaps?) or in a third-party module.  If you're absolutely _convinced_ that a new repo is unnecessary, provide clear, concise and _specific_ steps to reproduce the problem in your post (not ""create a model then do blueprint create"").
### END PLEDGE ###

OKAY--THANKS FOR READING!  Continue posting details of your issue below. -->
<hr/>

# What happened to my app?

Dear developers,

I was configuring the session of my app and found the auto `rolling` feature for sessions seems to not work, that is, the `session.maxAge` of the corresponding request **will not** be auto reseted if `session` is not modified.

I have read https://github.com/expressjs/session#cookie carefully but I still can not figure out what is wrong with my `config/local.js` and my app :( .

For some political reason I cannot access to http://bit.ly/sails-issue-repro so I am not sure whether my issue reproducing repo meets your requirements :( .

# My configurations

Session storage adapter: `connect-redis`

Redis version: `4.0.6`

`config/local.js`:

```
module.exports = {
  port: 80,
  session: {
    adapter: 'connect-redis',
    host: '127.0.0.1',
    ttl: 7 * 24 * 3600, // One week
    db: 0,
    prefix: 'sess:',
    cookie: {
      resave: false,
      maxAge: 7 * 24 * 3600 * 1000, // One week
      rolling: true,
      saveUninitialized: false
    },
    routesDisabled: ['GET /js/*', 'GET /css/*', 'GET /images/*']
  },
  models: {
    migrate: 'safe',
    connection: 'localDiskDb'
    // connection: 'mysql'
  }
}
```

# Issue reproducing repository

[sails-issue-repro-session-rolling](https://github.com/Luluno01/sails-issue-repro-session-rolling)

# Issue reproducing steps

1. Run app.
2. Visit http://localhost/test/wr?str=rua and check the expiration date of the session cookie on a browser. This request will modify `session` and therefore the `session` is initialized and will be saved.
3. Wait for some time, say, 1 minute.
4. Visit http://localhost/test/rd and check the expiration date of the session cookie on a browser again. This request **will not** modify `session`.

You will find the expiration date of the session cookie will not be reset until you modify `session` by visiting http://localhost/test/wr?str=someDifferentString again.

# Finally

The following configurations cannot help, too.

```
// config/local.js
module.exports = {
  port: 80,
  session: {
    adapter: 'connect-redis',
    host: '127.0.0.1',
    ttl: 7 * 24 * 3600, // One week
    db: 0,
    prefix: 'sess:',
    cookie: {
      resave: true, // Hey, there
      maxAge: 7 * 24 * 3600 * 1000, // One week
      rolling: true,
      saveUninitialized: false
    },
    routesDisabled: ['GET /js/*', 'GET /css/*', 'GET /images/*']
  },
  models: {
    migrate: 'safe',
    connection: 'localDiskDb'
    // connection: 'mysql'
  }
}
```

or 

```
// config/local.js
module.exports = {
  port: 80,
  session: {
    adapter: 'connect-redis',
    host: '127.0.0.1',
    ttl: 7 * 24 * 3600, // One week
    db: 0,
    prefix: 'sess:',
    cookie: {
      resave: true, // Hey, there
      maxAge: 7 * 24 * 3600 * 1000, // One week
      rolling: true,
      saveUninitialized: true // Hey, there
    },
    routesDisabled: ['GET /js/*', 'GET /css/*', 'GET /images/*']
  },
  models: {
    migrate: 'safe',
    connection: 'localDiskDb'
    // connection: 'mysql'
  }
}
```

That's all. I suspect this is a bug, probably. I hope some would help me with this issue very soon XD.
",False
